loan_id,num__no_of_dependents,num__income_annum,num__loan_amount,num__loan_term,num__cibil_score,num__residential_assets_value,num__commercial_assets_value,num__luxury_assets_value,num__bank_asset_value,num__all_assets,num__income_per_person,num__debt_income_ratio,num__debt_assets_ratio,num__amount_term_ratio,cat__education_ Not Graduate,cat__self_employed_ Yes
3454,1,600000,1900000,8,445,1200000.0,100000,1600000,300000,2900000,300000.0,3.166661388897685,0.6551721878716593,211111.11111111112,0.0,1.0
1534,4,2700000,6100000,16,677,100000.0,3300000,6500000,3800000,9900000,540000.0,2.2592584224968806,0.6161615539230754,358823.5294117647,1.0,0.0
602,0,5300000,10600000,2,828,8100000.0,6700000,17400000,5800000,32200000,5300000.0,1.9999996226415806,0.32919253636048024,3533333.3333333335,0.0,1.0
2009,5,6800000,22600000,2,804,3500000.0,12500000,18200000,9900000,34200000,1133333.3333333333,3.3235289230104526,0.6608186941281083,7533333.333333333,0.0,1.0
3448,5,8200000,20900000,14,726,11400000.0,4800000,26000000,8400000,42200000,1366666.6666666667,2.548780176978027,0.4952606517710746,1393333.3333333333,1.0,1.0
241,2,9600000,22500000,18,851,7400000.0,16200000,24300000,12700000,47900000,3200000.0,2.3437497558594003,0.4697285914461672,1184210.5263157894,0.0,0.0
387,5,9400000,35300000,16,302,4100000.0,12500000,37000000,12900000,53600000,1566666.6666666667,3.7553187494341755,0.6585820772652597,2076470.5882352942,1.0,1.0
3351,3,4100000,13300000,10,670,1900000.0,5500000,13200000,6100000,20600000,1025000.0,3.2439016478288663,0.6456310366198525,1209090.9090909092,1.0,1.0
2303,5,9700000,30100000,12,434,19600000.0,17900000,21000000,6900000,58500000,1616666.6666666667,3.103092463598715,0.5145299057345315,2315384.6153846155,0.0,1.0
1891,5,9900000,24600000,2,530,24200000.0,12800000,20400000,13000000,57400000,1650000.0,2.4848482338537137,0.4285714211050275,8200000.0,0.0,0.0
769,4,5300000,15400000,8,584,5100000.0,1700000,14000000,5000000,20800000,1060000.0,2.905659829120787,0.7403845797892029,1711111.111111111,0.0,0.0
665,4,9400000,35000000,10,517,10700000.0,15100000,27500000,6700000,53300000,1880000.0,3.7234038592123553,0.6566604004378912,3181818.1818181816,1.0,1.0
1877,1,7400000,15500000,2,693,3000000.0,12800000,21800000,9300000,37600000,3700000.0,2.094594311541309,0.41223403158952043,5166666.666666667,0.0,0.0
2072,2,5400000,14300000,14,477,10200000.0,700000,11100000,5500000,22000000,1800000.0,2.648147657750434,0.6499999704545468,953333.3333333334,0.0,1.0
3921,4,9100000,26600000,2,812,23300000.0,11900000,33100000,10400000,68300000,1820000.0,2.923076601859714,0.389458266625794,8866666.666666666,0.0,0.0
3589,4,6900000,22000000,10,512,6100000.0,9100000,20600000,3900000,35800000,1380000.0,3.1884053350137194,0.6145251224992982,2000000.0,1.0,1.0
1495,1,2200000,8700000,20,539,1000000.0,4000000,8200000,2600000,13200000,1100000.0,3.9545436570256105,0.6590908591597834,414285.71428571426,0.0,1.0
4148,0,5800000,12600000,2,859,13500000.0,4700000,21200000,4500000,39400000,5800000.0,2.1724134185494104,0.31979694619804705,4200000.0,1.0,1.0
209,1,7700000,19100000,10,355,11300000.0,4900000,21900000,6600000,38100000,3850000.0,2.4805191583741353,0.5013123228002015,1736363.6363636365,1.0,1.0
3546,0,2000000,6000000,14,393,1500000.0,1400000,5900000,2900000,8800000,2000000.0,2.99999850000075,0.6818181043388518,400000.0,1.0,1.0
3087,4,2500000,9900000,16,356,5500000.0,2600000,6100000,2300000,14200000,500000.0,3.9599984160006336,0.6971830494941514,582352.9411764706,0.0,0.0
826,4,7300000,19800000,8,724,5500000.0,6000000,29000000,10300000,40500000,1460000.0,2.7123283955714528,0.4888888768175586,2200000.0,1.0,0.0
2697,0,2400000,5200000,16,740,6300000.0,1000000,7500000,2900000,14800000,2400000.0,2.1666657638892652,0.35135132761139676,305882.35294117645,1.0,1.0
2780,4,3900000,9200000,12,737,2800000.0,2300000,12300000,5200000,17400000,780000.0,2.358973754109294,0.5287356017968045,707692.3076923077,0.0,1.0
1607,3,900000,3100000,10,369,1400000.0,100000,1700000,500000,3200000,225000.0,3.444440617288203,0.9687496972657196,281818.1818181818,0.0,0.0
1204,0,4100000,10700000,8,855,11500000.0,700000,11200000,3100000,23400000,4100000.0,2.6097554610352534,0.4572649377237206,1188888.888888889,0.0,0.0
1111,5,8100000,32100000,6,823,18200000.0,1800000,24100000,6500000,44100000,1350000.0,3.9629624737083367,0.727891139957117,4585714.285714285,0.0,1.0
4113,5,4700000,14400000,16,884,9900000.0,4400000,9300000,3800000,23600000,783333.3333333334,3.063829135355503,0.6101694656707853,847058.8235294118,0.0,0.0
2247,3,3300000,10400000,12,816,7100000.0,6300000,11800000,4900000,25200000,825000.0,3.1515141965108495,0.4126983963214922,800000.0,0.0,1.0
4228,4,400000,1400000,2,496,400000.0,200000,1100000,400000,1700000,80000.0,3.499991250021875,0.8235289273359251,466666.6666666667,0.0,1.0
4192,2,9900000,37300000,8,385,600000.0,900000,27400000,14200000,28900000,3300000.0,3.7676763871033954,1.2906573947869413,4144444.4444444445,0.0,1.0
3247,2,5400000,14800000,6,724,1000000.0,400000,13100000,5400000,14500000,1800000.0,2.740740233196253,1.0206895847800286,2114285.714285714,1.0,1.0
3614,5,1400000,2700000,16,320,900000.0,2500000,2700000,2000000,6100000,233333.33333333334,1.9285700510213921,0.44262287825854457,158823.5294117647,0.0,1.0
3716,2,8300000,17600000,2,355,1000000.0,700000,28400000,6800000,30100000,2766666.6666666665,2.120481672231124,0.5847175885475884,5866666.666666667,1.0,1.0
2825,1,200000,500000,10,856,500000.0,200000,500000,200000,1200000,100000.0,2.4999875000625,0.4166663194447338,45454.545454545456,0.0,1.0
2005,2,9900000,31600000,16,892,4200000.0,17500000,31400000,12700000,53100000,3300000.0,3.1919188695031444,0.5951035669472021,1858823.5294117648,1.0,0.0
607,4,5400000,12700000,4,622,11000000.0,3300000,15100000,6500000,29400000,1080000.0,2.351851416323812,0.43197277442269477,2540000.0,0.0,1.0
3027,0,2700000,9700000,20,551,1300000.0,1300000,7100000,1600000,9700000,2700000.0,3.592591262003236,0.9999998969072271,461904.7619047619,0.0,1.0
3802,2,1000000,3700000,18,892,2200000.0,800000,3000000,500000,6000000,333333.3333333333,3.6999963000037,0.6166665638889061,194736.84210526315,0.0,0.0
951,4,4700000,10800000,20,495,11300000.0,6800000,17000000,4500000,35100000,940000.0,2.297871851516627,0.3076922989261453,514285.71428571426,0.0,0.0
2730,4,8500000,24900000,2,405,1900000.0,400000,21700000,11400000,24000000,1700000.0,2.9294114200692447,1.0374999567708352,8300000.0,1.0,0.0
361,1,9900000,38400000,12,596,10000000.0,9300000,36500000,6800000,55800000,4950000.0,3.878787486991163,0.6881720306779205,2953846.153846154,1.0,1.0
1084,2,8600000,21700000,4,429,5500000.0,10800000,30900000,6000000,47200000,2866666.6666666665,2.523255520551684,0.4597457529714883,4340000.0,1.0,0.0
2115,5,5000000,10600000,6,839,12600000.0,8600000,19800000,3500000,41000000,833333.3333333334,2.119999576000085,0.2585365790600834,1514285.7142857143,1.0,1.0
3889,1,9100000,23300000,18,792,800000.0,12600000,32100000,12400000,45500000,4550000.0,2.5604392790726065,0.512087900833233,1226315.7894736843,1.0,0.0
3995,2,7000000,22500000,12,632,12500000.0,4600000,20400000,4900000,37500000,2333333.3333333335,3.2142852551021064,0.5999999840000004,1730769.2307692308,1.0,1.0
4116,4,3200000,6800000,16,675,8000000.0,1900000,6800000,4000000,16700000,640000.0,2.1249993359377077,0.40718560436014345,400000.0,1.0,1.0
2891,3,8600000,32000000,4,497,11400000.0,3300000,18600000,4900000,33300000,2150000.0,3.7209297998918838,0.9609609321032753,6400000.0,1.0,1.0
1385,4,5200000,14100000,16,483,11800000.0,800000,19200000,2700000,31800000,1040000.0,2.7115379400888577,0.4433962124718172,829411.7647058824,0.0,0.0
1406,3,8400000,19600000,2,741,21500000.0,200000,18700000,8300000,40400000,2100000.0,2.3333330555555887,0.4851485028428588,6533333.333333333,0.0,1.0
2921,1,400000,1400000,4,302,200000.0,100000,1500000,500000,1800000,200000.0,3.499991250021875,0.7777773456792524,280000.0,1.0,0.0
2607,4,2200000,5100000,6,308,3200000.0,2600000,6600000,3100000,12400000,440000.0,2.318180764463289,0.41129028941207346,728571.4285714285,0.0,1.0
788,1,2600000,5500000,14,820,2700000.0,2400000,9300000,2000000,14400000,1300000.0,2.1153838017754607,0.3819444179205265,366666.6666666667,0.0,1.0
1828,1,1100000,3600000,20,495,1600000.0,1100000,3100000,500000,5800000,550000.0,3.2727242975233657,0.6206895481569744,171428.57142857142,0.0,0.0
3165,4,2400000,8000000,18,393,5700000.0,200000,7600000,3000000,7700000,480000.0,3.3333319444450233,1.0389609040310515,421052.63157894736,1.0,0.0
2458,1,2100000,4300000,20,896,100000.0,2300000,7500000,2300000,9900000,1050000.0,2.047618072562823,0.4343433904703646,204761.90476190476,0.0,1.0
1898,5,1600000,4000000,18,529,300000.0,1200000,5300000,2000000,6800000,266666.6666666667,2.4999984375009765,0.5882352076124695,210526.31578947368,0.0,0.0
3587,2,2200000,8100000,8,710,500000.0,2900000,7300000,1000000,10700000,733333.3333333334,3.6818165082652237,0.7570092750458621,900000.0,0.0,1.0
2414,0,6900000,26800000,20,515,10800000.0,2500000,16700000,8300000,30000000,6900000.0,3.8840574081076222,0.8933333035555565,1276190.4761904762,0.0,1.0
540,3,3400000,13200000,8,783,6500000.0,300000,13000000,4900000,19800000,850000.0,3.882351799308294,0.6666666329966346,1466666.6666666667,1.0,1.0
1426,3,2500000,9800000,16,424,4700000.0,3200000,5800000,1300000,13700000,625000.0,3.9199984320006274,0.7153284149395318,576470.5882352941,1.0,1.0
2332,3,7900000,27000000,6,601,17700000.0,7800000,27600000,11500000,53100000,1975000.0,3.4177210863644194,0.5084745666953943,3857142.8571428573,0.0,0.0
4023,2,4300000,8800000,6,512,7200000.0,6500000,16900000,2700000,30600000,1433333.3333333333,2.046511151974151,0.2875816899483108,1257142.857142857,1.0,0.0
957,0,9100000,22000000,12,387,25300000.0,15600000,31700000,7000000,72600000,9100000.0,2.4175821519140492,0.303030298856332,1692307.6923076923,1.0,1.0
3370,1,800000,2500000,4,409,1300000.0,1000000,3100000,900000,5400000,400000.0,3.124996093754883,0.4629628772290968,500000.0,0.0,1.0
1576,3,7300000,20000000,18,720,15500000.0,9900000,23000000,9800000,48400000,1825000.0,2.7397256520923765,0.41322313195819976,1052631.5789473683,1.0,1.0
1597,1,8100000,26900000,6,522,23000000.0,2100000,18700000,4200000,43800000,4050000.0,3.3209872443225623,0.6141552371197434,3842857.1428571427,1.0,1.0
1471,3,4300000,11100000,6,312,4800000.0,3800000,10100000,3300000,18700000,1075000.0,2.581394748512849,0.5935828559581361,1585714.2857142857,1.0,0.0
3147,5,4200000,8500000,4,386,8700000.0,4600000,10500000,6000000,23800000,700000.0,2.023809041950228,0.3571428421368554,1700000.0,0.0,1.0
150,5,2000000,6200000,18,402,4000000.0,2100000,7200000,1100000,13300000,333333.3333333333,3.099998450000775,0.4661653784838061,326315.7894736842,0.0,0.0
3628,1,8800000,33700000,14,561,10200000.0,7100000,25700000,11900000,43000000,4400000.0,3.8295450193698843,0.7837209120064904,2246666.6666666665,0.0,1.0
3284,5,1100000,3900000,20,858,3200000.0,1200000,3800000,1100000,8200000,183333.33333333334,3.5454513223169797,0.47560969809637826,185714.2857142857,1.0,0.0
3529,0,1300000,4900000,12,555,2400000.0,1200000,4100000,1700000,7700000,1300000.0,3.7692278698247157,0.636363553719019,376923.07692307694,1.0,0.0
2170,2,4600000,14800000,6,410,12900000.0,6800000,16100000,5800000,35800000,1533333.3333333333,3.217390604915086,0.4134078096813461,2114285.714285714,0.0,0.0
3189,5,7100000,20100000,4,700,16900000.0,2900000,15600000,4500000,35400000,1183333.3333333333,2.8309855167626035,0.5677965941300397,4020000.0,0.0,1.0
2903,4,3600000,12400000,18,494,5300000.0,100000,10200000,1900000,15600000,720000.0,3.4444434876545866,0.7948717439184779,652631.5789473684,1.0,1.0
1977,0,900000,3500000,6,331,2400000.0,1400000,3500000,1100000,7300000,900000.0,3.8888845679060355,0.4794519891161659,500000.0,0.0,1.0
1134,2,4800000,18500000,20,605,5700000.0,5500000,14700000,5800000,25900000,1600000.0,3.854165863715445,0.7142856867071163,880952.380952381,0.0,0.0
3609,4,8000000,27100000,8,524,16900000.0,10900000,25600000,8400000,53400000,1600000.0,3.387499576562553,0.50749062720055,3011111.111111111,0.0,0.0
1762,2,9800000,32700000,2,304,4700000.0,19000000,24500000,8600000,48200000,3266666.6666666665,3.3367343533944536,0.6784232224393523,10900000.0,1.0,1.0
3974,1,800000,2400000,16,872,2400000.0,1200000,1900000,900000,5500000,400000.0,2.9999962500046875,0.43636355702480784,141176.4705882353,0.0,0.0
429,4,400000,900000,20,771,1000000.0,500000,1600000,500000,3100000,80000.0,2.2499943750140625,0.29032248699274615,42857.142857142855,1.0,1.0
3552,3,7600000,26400000,14,867,9200000.0,700000,27900000,7400000,37800000,1900000.0,3.473683753462664,0.6984126799361725,1760000.0,1.0,1.0
4179,1,3600000,13400000,16,732,5200000.0,6700000,7300000,3300000,19200000,1800000.0,3.722221188271892,0.6979166303168421,788235.2941176471,1.0,1.0
3938,2,9700000,30200000,14,769,23700000.0,13600000,26400000,7500000,63700000,3233333.3333333335,3.1134017408864185,0.4740973237975302,2013333.3333333333,1.0,0.0
2295,3,7500000,25300000,12,767,13200000.0,10800000,19400000,9600000,43400000,1875000.0,3.3733328835556153,0.582949295323749,1946153.8461538462,0.0,1.0
3649,0,6500000,16200000,4,812,17200000.0,10700000,20200000,6200000,48100000,6500000.0,2.4923073088757985,0.33679832979629254,3240000.0,0.0,0.0
2958,1,7200000,22800000,2,551,15000000.0,8700000,21300000,9500000,45000000,3600000.0,3.166666226851913,0.5066666554074076,7600000.0,0.0,0.0
133,3,1800000,3600000,18,465,600000.0,500000,5400000,2600000,6500000,450000.0,1.9999988888895062,0.5538460686390664,189473.68421052632,1.0,1.0
1263,2,2200000,7900000,6,659,3400000.0,1800000,8600000,2400000,13800000,733333.3333333334,3.5909074586784278,0.5724637266330633,1128571.4285714286,0.0,1.0
2394,5,9200000,28100000,10,448,22300000.0,3300000,33200000,10700000,58800000,1533333.3333333333,3.0543474940926636,0.47789114833518453,2554545.4545454546,1.0,1.0
3790,2,9000000,35700000,12,339,15200000.0,8400000,19500000,9000000,43100000,3000000.0,3.966666225925975,0.8283062452829177,2746153.846153846,0.0,0.0
3066,2,2000000,4000000,14,502,4900000.0,1500000,5400000,1300000,11800000,666666.6666666666,1.9999990000005,0.33898302212008286,266666.6666666667,1.0,0.0
3421,1,6300000,23900000,10,844,16300000.0,4900000,16800000,4500000,38000000,3150000.0,3.7936501914840965,0.6289473518698065,2172727.272727273,1.0,1.0
618,5,5400000,15100000,12,522,5200000.0,4700000,13900000,5700000,23800000,900000.0,2.7962957784637448,0.6344537548548842,1161538.4615384615,1.0,0.0
1143,0,6500000,24100000,20,488,3300000.0,6000000,22900000,9700000,32200000,6500000.0,3.707691737278194,0.7484471817252428,1147619.0476190476,0.0,0.0
1363,2,600000,1100000,10,800,1200000.0,200000,2300000,900000,3700000,200000.0,1.8333302777828704,0.29729721694669814,100000.0,1.0,0.0
226,0,5200000,15600000,20,434,14100000.0,5800000,18100000,5500000,38000000,5200000.0,2.999999423077034,0.4105263049861499,742857.1428571428,1.0,0.0
4226,5,3800000,10300000,16,606,7700000.0,1900000,9900000,2700000,19500000,633333.3333333334,2.7105256024932625,0.5282051011176871,605882.3529411765,0.0,1.0
2386,0,6800000,15300000,14,699,19900000.0,2600000,13900000,8300000,36400000,6800000.0,2.2499996691176958,0.4203296587821522,1020000.0,1.0,1.0
1685,5,7100000,14500000,14,664,5300000.0,12900000,15700000,9200000,33900000,1183333.3333333333,2.04225323348546,0.4277286009519587,966666.6666666666,0.0,0.0
2942,0,6500000,14500000,12,755,9000000.0,11900000,20800000,3400000,41700000,6500000.0,2.2307688875740173,0.34772181420331383,1115384.6153846155,0.0,0.0
350,4,5800000,13300000,14,742,16100000.0,9300000,16300000,7000000,41700000,1160000.0,2.2931030529132665,0.318944836476143,886666.6666666666,1.0,1.0
2967,4,3500000,11300000,16,874,1400000.0,3800000,10100000,3700000,15300000,700000.0,3.2285705061227126,0.738562043231239,664705.8823529412,1.0,1.0
3387,1,6900000,20900000,4,574,3200000.0,1800000,25000000,5200000,30000000,3450000.0,3.0289850682630335,0.6966666434444452,4180000.0,1.0,0.0
2859,5,4400000,12300000,8,567,2400000.0,500000,12900000,6300000,15800000,733333.3333333334,2.7954539101241114,0.7784809633872808,1366666.6666666667,1.0,1.0
1629,5,4200000,13400000,16,545,9800000.0,8200000,12500000,3500000,30500000,700000.0,3.190475430839183,0.43934424789035254,788235.2941176471,1.0,0.0
930,1,2400000,5200000,2,371,6100000.0,3100000,8500000,1400000,17700000,1200000.0,2.1666657638892652,0.29378529413642407,1733333.3333333333,1.0,0.0
1640,3,3200000,9900000,10,316,9100000.0,5500000,8800000,3600000,23400000,800000.0,3.093749033203427,0.42307690499671347,900000.0,0.0,1.0
3725,0,5200000,12200000,16,783,5000000.0,2000000,11400000,5100000,18400000,5200000.0,2.346153394970501,0.6630434422258998,717647.0588235294,0.0,0.0
3274,3,4000000,8300000,8,531,3700000.0,7400000,15200000,5900000,26300000,1000000.0,2.0749994812501296,0.31558934161257257,922222.2222222222,0.0,1.0
1688,4,1700000,4300000,18,580,1500000.0,2400000,6600000,1700000,10500000,340000.0,2.5294102768174844,0.40952377052154565,226315.7894736842,0.0,0.0
3345,1,2100000,6300000,16,899,2400000.0,2200000,4400000,2200000,9000000,1050000.0,2.9999985714292516,0.6999999222222308,370588.23529411765,0.0,1.0
2572,3,8100000,22300000,10,686,20400000.0,8700000,19200000,6200000,48300000,2025000.0,2.7530860798659162,0.4616977130083289,2027272.7272727273,1.0,0.0
2849,4,7400000,19400000,16,835,16400000.0,14200000,23500000,6500000,54100000,1480000.0,2.6216212673484773,0.35859518745665087,1141176.4705882352,0.0,0.0
3485,5,7900000,17700000,2,559,19700000.0,2800000,28900000,5400000,51400000,1316666.6666666667,2.2405060455055636,0.3443579699541251,5900000.0,0.0,0.0
49,3,5500000,20500000,12,634,800000.0,8600000,18500000,8200000,27900000,1375000.0,3.7272720495869,0.734766998753871,1576923.076923077,1.0,0.0
2280,3,1000000,2300000,10,303,1000000.0,400000,2500000,1000000,3900000,250000.0,2.2999977000023,0.5897434385273235,209090.9090909091,0.0,1.0
881,0,1100000,3300000,10,482,2800000.0,300000,2900000,1600000,6000000,1100000.0,2.999997272729752,0.5499999083333487,300000.0,0.0,0.0
747,0,2600000,8400000,18,861,0.0,3500000,6200000,3800000,9700000,2600000.0,3.2307679881661584,0.8659792921670832,442105.2631578947,1.0,0.0
1265,2,2200000,8700000,18,729,3900000.0,3300000,7600000,1300000,14800000,733333.3333333334,3.9545436570256105,0.5878377981190677,457894.7368421053,1.0,0.0
4124,0,6200000,16200000,6,508,5600000.0,5700000,21500000,3600000,32800000,6200000.0,2.6129028043705156,0.4939024239663895,2314285.714285714,1.0,1.0
1684,2,6100000,19400000,8,379,5300000.0,10800000,14300000,4100000,30400000,2033333.3333333333,3.18032734748732,0.6381578737448068,2155555.5555555555,1.0,1.0
1883,5,8800000,23100000,16,531,20800000.0,2600000,22100000,8000000,45500000,1466666.6666666667,2.624999701704579,0.5076922965342352,1358823.5294117648,1.0,1.0
2955,0,1800000,3900000,2,764,2200000.0,700000,3500000,1200000,6400000,1800000.0,2.1666654629636315,0.6093749047851711,1300000.0,1.0,1.0
3321,1,1600000,4600000,12,415,800000.0,600000,3900000,1500000,5300000,800000.0,2.874998203126123,0.8679243645425727,353846.1538461539,0.0,0.0
662,4,1600000,4800000,20,641,4200000.0,1000000,4100000,1400000,9300000,320000.0,2.999998125001172,0.5161289767603251,228571.42857142858,1.0,1.0
72,5,5300000,18600000,4,386,2700000.0,9700000,11900000,4200000,24300000,883333.3333333334,3.5094333001069247,0.7654320672661701,3720000.0,0.0,1.0
3719,1,9500000,35400000,14,439,400000.0,1200000,20200000,13500000,21800000,4750000.0,3.7263153972299583,1.6238531365204982,2360000.0,0.0,1.0
3199,3,5200000,17200000,18,768,9200000.0,5500000,11700000,3800000,26400000,1300000.0,3.3076916715977553,0.6515151268365482,905263.1578947369,1.0,0.0
4220,4,5600000,16500000,20,692,14500000.0,7800000,18000000,7400000,40300000,1120000.0,2.9464280452807063,0.4094292702374871,785714.2857142857,0.0,1.0
4248,3,3100000,9800000,12,820,6400000.0,5200000,10900000,4400000,22500000,775000.0,3.1612893028099025,0.43555553619753173,753846.1538461539,1.0,0.0
3636,3,5400000,16300000,4,512,1600000.0,3400000,13100000,6000000,18100000,1350000.0,3.0185179595337113,0.9005524364335671,3260000.0,1.0,1.0
1767,2,7500000,29100000,20,815,12400000.0,9500000,25300000,9100000,47200000,2500000.0,3.8799994826667357,0.6165254106668345,1385714.2857142857,1.0,0.0
2744,4,2900000,8900000,18,827,400000.0,3400000,11200000,1600000,15000000,580000.0,3.068964458977773,0.5933332937777804,468421.05263157893,1.0,1.0
2385,3,9100000,30100000,14,564,26600000.0,7300000,22700000,8200000,56600000,2275000.0,3.3076919442096764,0.5318021107455457,2006666.6666666667,0.0,1.0
3083,4,3900000,11400000,20,867,3800000.0,1100000,13600000,3200000,18500000,780000.0,2.923076173570212,0.6162161829072333,542857.1428571428,0.0,0.0
1873,4,6900000,16300000,8,606,5800000.0,900000,23700000,3600000,30400000,1380000.0,2.3623184982147105,0.5361841928886779,1811111.111111111,0.0,1.0
4210,4,900000,2700000,20,327,400000.0,1200000,2200000,1200000,3800000,180000.0,2.9999966666703703,0.7105261288089135,128571.42857142857,0.0,0.0
4198,3,8600000,23200000,12,894,22100000.0,13900000,29200000,4500000,65200000,2150000.0,2.6976741049216155,0.35582821540140774,1784615.3846153845,1.0,1.0
2200,5,7200000,27100000,12,535,8400000.0,12800000,28100000,4800000,49300000,1200000.0,3.763888366126616,0.5496957292150968,2084615.3846153845,0.0,1.0
908,5,3400000,13100000,20,527,900000.0,4500000,8600000,4000000,14000000,566666.6666666666,3.8529400432529286,0.9357142188775558,623809.5238095238,0.0,0.0
3101,3,2800000,10600000,4,860,5200000.0,4700000,6700000,2900000,16600000,700000.0,3.785712933673952,0.6385541784003507,2120000.0,1.0,0.0
3562,4,9300000,35900000,18,461,9800000.0,12700000,26200000,11400000,48700000,1860000.0,3.860214638686598,0.7371663092984331,1889473.6842105263,0.0,0.0
2717,0,7100000,18600000,20,770,19200000.0,13100000,23100000,5100000,55400000,7100000.0,2.6197179408847973,0.33574006614187607,885714.2857142857,1.0,1.0
388,1,2300000,6600000,2,357,5900000.0,200000,6000000,2200000,12100000,1150000.0,2.869563969754796,0.5454545003756611,2200000.0,0.0,0.0
53,5,3800000,7600000,4,689,8700000.0,100000,9300000,3400000,18100000,633333.3333333334,1.999999473684349,0.41988947956411715,1520000.0,1.0,0.0
836,3,3500000,12000000,2,786,600000.0,6400000,10700000,1700000,17700000,875000.0,3.4285704489798716,0.6779660633917478,4000000.0,1.0,1.0
3494,4,3800000,14100000,8,727,3900000.0,4900000,8200000,5400000,17000000,760000.0,3.710525339335437,0.8294117159169578,1566666.6666666667,1.0,0.0
2243,1,6600000,20700000,4,594,4800000.0,200000,26400000,8900000,31400000,3300000.0,3.136363161157097,0.6592356477950431,4140000.0,0.0,1.0
2367,4,3900000,13300000,20,453,9800000.0,500000,12300000,4700000,22600000,780000.0,3.4102555358319138,0.5884955491816128,633333.3333333334,0.0,1.0
519,4,2900000,10500000,8,607,4400000.0,5500000,7600000,3800000,17500000,580000.0,3.6206884066591702,0.5999999657142877,1166666.6666666667,0.0,1.0
712,5,9200000,29200000,16,383,17700000.0,13300000,30400000,5700000,61400000,1533333.3333333333,3.1739126984877504,0.47557002482784977,1717647.0588235294,0.0,0.0
1956,4,9500000,21300000,18,353,22900000.0,2300000,21400000,11100000,46600000,1900000.0,2.2421050271468395,0.45708153525576106,1121052.6315789474,1.0,0.0
668,4,3100000,11500000,14,785,3200000.0,3100000,9100000,4200000,15400000,620000.0,3.7096762226850895,0.7467531982627793,766666.6666666666,0.0,1.0
2080,3,8800000,25100000,8,473,17200000.0,600000,24400000,12400000,42200000,2200000.0,2.8522724031508635,0.594786715763348,2788888.888888889,1.0,1.0
3279,4,6600000,18800000,10,353,16500000.0,9500000,20000000,6200000,46000000,1320000.0,2.8484844168963006,0.40869564328922514,1709090.9090909092,0.0,1.0
604,4,5600000,17500000,10,528,14200000.0,2300000,12100000,7200000,28600000,1120000.0,3.1249994419643854,0.6118880904934234,1590909.0909090908,1.0,1.0
2520,1,1100000,2700000,16,346,1900000.0,300000,2200000,800000,4400000,550000.0,2.4545432231425246,0.6136362241735854,158823.5294117647,1.0,1.0
2969,2,9700000,34500000,10,649,10600000.0,7600000,24800000,5900000,43000000,3233333.3333333335,3.5567006642576633,0.8023255627366148,3136363.6363636362,0.0,0.0
3756,1,8900000,20000000,2,653,12700000.0,600000,17800000,9900000,31100000,4450000.0,2.247190758742611,0.6430867960422252,6666666.666666667,1.0,0.0
2805,2,3800000,11400000,6,706,1000000.0,4000000,12100000,2800000,17100000,1266666.6666666667,2.9999992105265236,0.6666666276803141,1628571.4285714286,0.0,0.0
1000,0,2800000,5600000,8,842,0.0,1300000,6100000,1900000,7400000,2800000.0,1.9999992857145408,0.756756654492344,622222.2222222222,0.0,0.0
3375,2,7500000,19900000,10,790,3500000.0,13000000,19900000,5900000,36400000,2500000.0,2.6533329795556027,0.5467032816839758,1809090.9090909092,0.0,0.0
438,3,4500000,11400000,8,391,8500000.0,6800000,9900000,4500000,25200000,1125000.0,2.5333327703704955,0.452380934429328,1266666.6666666667,1.0,1.0
2088,0,5400000,19500000,16,758,2600000.0,2700000,18300000,6000000,23600000,5400000.0,3.611110442386955,0.8262711514291885,1147058.8235294118,0.0,1.0
2475,1,7500000,25000000,18,628,3500000.0,2200000,21700000,4700000,27400000,3750000.0,3.333332888888948,0.9124087258244991,1315789.4736842106,0.0,1.0
3844,4,8400000,29000000,2,463,12700000.0,1100000,20100000,6700000,33900000,1680000.0,3.4523805413832687,0.8554572019039174,9666666.666666666,1.0,0.0
2255,2,4000000,9200000,16,784,3200000.0,600000,13000000,4900000,16800000,1333333.3333333333,2.2999994250001436,0.5476190150226776,541176.4705882353,0.0,0.0
2013,1,3700000,12400000,12,330,3400000.0,1000000,10400000,2800000,14800000,1850000.0,3.3513504455809606,0.8378377812271769,953846.1538461539,0.0,1.0
830,2,8800000,17700000,14,706,22900000.0,4300000,30300000,9200000,57500000,2933333.3333333335,2.0113634077996125,0.30782608160302466,1180000.0,0.0,0.0
3594,2,2200000,6800000,20,546,4600000.0,200000,4500000,2200000,9300000,733333.3333333334,3.090907685951052,0.7311827170771272,323809.5238095238,0.0,0.0
1737,2,6600000,23200000,16,555,9900000.0,6500000,23300000,3300000,39700000,2200000.0,3.5151509825528815,0.5843828568165528,1364705.8823529412,0.0,0.0
982,0,2600000,5400000,2,377,100000.0,4900000,6100000,2700000,11100000,2600000.0,2.076922278106816,0.486486442658879,1800000.0,1.0,1.0
1127,1,2400000,5600000,16,379,3700000.0,600000,7200000,3400000,11500000,1200000.0,2.333332361111516,0.48695647939508874,329411.76470588235,1.0,0.0
1234,1,4600000,10900000,12,463,1200000.0,1200000,10900000,6600000,13300000,2300000.0,2.369564702268543,0.8195488105602398,838461.5384615385,1.0,1.0
2001,3,7000000,15400000,20,315,19900000.0,7600000,16400000,5900000,43900000,1750000.0,2.1999996857143307,0.35079725852398047,733333.3333333334,1.0,1.0
